yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet,Tweet_Preprocessed,sentiment,score,Ner_results
90,987,4803,51,134024,@SaycheeseDGTL,SAY CHEESE!,8s,Simone Biles becomes the first Woman to win two Olympic All-Around Titles since Vera Caslavska in 1964 and 1968!,simon bile becom the first woman to win two olymp allaround titl sinc vera caslavska in 1964 and 1968,positive,0.5029439926147461,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'MISC', 'word': 'Olympic All Around'}]"
9,30,206,1,11771,@jsolomonReports,John Solomon,8s,Top USA gymnast Simone Biles win gold in Paris Olympic in women's all-around competition,top usa gymnast simon bile win gold in pari olymp in women allaround competit,positive,0.8330610394477844,"[{'entity': 'LOC', 'word': 'USA'}, {'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'LOC', 'word': 'Paris'}]"
178,3443,13858,213,380857,@TeamUSA,Team USA,8s,"Greatest of all time. 
@Simone_Biles
 breaks a 120-year-old record to become the only U.S. gymnast to win six Olympic gold medals.

#ParisOlympics",greatest of all time break a 120yearold record to becom the onli us gymnast to win six olymp gold medal,positive,0.893851637840271,"[{'entity': 'PER', 'word': 'Simone _ Biles'}, {'entity': 'LOC', 'word': 'U S .'}, {'entity': 'MISC', 'word': 'Olympic'}]"
178,3443,13864,213,380967,@TeamUSA,Team USA,8s,"Greatest of all time. 
@Simone_Biles
 breaks a 120-year-old record to become the only U.S. gymnast to win six Olympic gold medals.

#ParisOlympics",greatest of all time break a 120yearold record to becom the onli us gymnast to win six olymp gold medal,positive,0.893851637840271,"[{'entity': 'PER', 'word': 'Simone _ Biles'}, {'entity': 'LOC', 'word': 'U S .'}, {'entity': 'MISC', 'word': 'Olympic'}]"
10,137,728,27,25135,@jamesjonesesq,James Jones,8s,Rebeca Andrade becomes the first woman to win multiple medals in the all-around in successive Olympics since 1980 (along with Suni Lee).,rebeca andrad becom the first woman to win multipl medal in the allaround in success olymp sinc 1980 along with suni lee,positive,0.6492250561714172,"[{'entity': 'PER', 'word': 'Rebe'}, {'entity': 'PER', 'word': '##ca Andrade'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Sun'}]"
135,1121,5789,102,202728,@Olympics,The Olympic Games,8s,"Simone Biles wins the women's individual all-around gold at Paris 2024!  She joins the exclusive club of two-time Olympic all-around champions, alongside Larisa Latynina and Vera Caslavska!
Simone, you've made history once again!  
#Olympics #Paris2024",simon bile win the women individu allaround gold at pari 2024 she join the exclus club of twotim olymp allaround champion alongsid larisa latynina and vera caslavska simon youv made histori onc again,positive,0.8492453694343567,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Laris'}, {'entity': 'PER', 'word': '##a Latynina'}, {'entity': 'PER', 'word': 'Vera Caslavska'}, {'entity': 'PER', 'word': 'Simone'}, {'entity': 'MISC', 'word': 'Olympics'}]"
21,189,1232,21,21051,@sahouraxo,sarah,8s,"The New Zealand Women’s Rugby 7s team won gold and celebrated their victory with Palestine’s delegation at the Paris Olympics. 

 ",the new zealand women rugbi 7s team won gold and celebr their victori with palestin deleg at the pari olymp,positive,0.6349961757659912,"[{'entity': 'LOC', 'word': 'New Zealand'}, {'entity': 'LOC', 'word': 'Palestine'}, {'entity': 'LOC', 'word': 'Paris'}]"
33,132,1163,22,113159,@Dutch_Oven45,Derek Holland,8s,Olympics ……,olymp,neutral,0.7267041206359863,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'MISC', 'word': '…'}]"
12,34,185,11,9183,@AfricaViewFacts,Africa View Facts,8s,"Algerian  boxer Imane Khelif, is facing accusations of posing as a woman after defeating Italy’s Angela Carini at the 2024 Olympics.

Her case is believed to be similar to that of South Africa’s middle-distance runner and two-time Olympic gold medalist Caster Semenya (2012 & 2016), who has had elevated levels of testosterone.",algerian boxer iman khelif is face accus of pose as a woman after defeat itali angela carini at the 2024 olymp her case is believ to be similar to that of south africa middledist runner and twotim olymp gold medalist caster semenya 2012 2016 who has had elev level of testosteron,neutral,0.8343989253044128,"[{'entity': 'MISC', 'word': 'Algerian'}, {'entity': 'PER', 'word': 'Imane Khelif'}, {'entity': 'LOC', 'word': 'Italy'}, {'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'LOC', 'word': 'South Africa'}, {'entity': 'MISC', 'word': 'Olympic'}]"
9,277,1134,24,56546,@FOS,Front Office Sports,8s,"• Six Olympic gold medals
• 23 World Championships
• Her own Netflix documentary
• Deals with Athleta, Visa, GK Elite
• Most decorated gymnast in history

Simone Biles ",six olymp gold medal 23 world championship her own netflix documentari deal with athleta visa gk elit most decor gymnast in histori simon bile,neutral,0.8038374185562134,"[{'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'MISC', 'word': 'World Championships'}, {'entity': 'MISC', 'word': 'Netflix'}, {'entity': 'ORG', 'word': 'Athleta'}, {'entity': 'ORG', 'word': 'Visa'}, {'entity': 'ORG', 'word': 'GK Elite'}]"
199,2334,18593,176,379777,@NBCOlympics,NBC Olympics & Paralympics,8s,"Unprecedented. Unmatched.

She is Simone Biles.  #ParisOlympics",unpreced unmatch she is simon bile,neutral,0.7968840599060059,"[{'entity': 'PER', 'word': 'Simone Biles'}]"
199,2334,18595,176,379865,@NBCOlympics,NBC Olympics & Paralympics,8s,"Unprecedented. Unmatched.

She is Simone Biles.  #ParisOlympics",unpreced unmatch she is simon bile,neutral,0.7968840599060059,"[{'entity': 'PER', 'word': 'Simone Biles'}]"
22,31,423,2,56611,@FoxNews,Fox News,8s,Simone Biles wins Olympic gold medal in women's all-around final with stunning floor exercise routine,simon bile win olymp gold medal in women allaround final with stun floor exercis routin,positive,0.7556090354919434,"[{'entity': 'PER', 'word': 'Simone Biles'}]"
152,2128,27171,271,436381,@PopBase,Pop Base,8s,Simone Biles has won the Gold medal in the women’s all-around Gymnastics competition at the #Olympics.,simon bile has won the gold medal in the women allaround gymnast competit at the,positive,0.6945149302482605,"[{'entity': 'PER', 'word': 'Simone Biles'}]"
46,102,356,9,74816,@Olympics,The Olympic Games,8s,"Gold and an #OLYMPICRECORD for Summer McIntosh 

The gold medal goes to Canada in swimming women's 200m butterfly 
@TeamCanada
 | 
@WorldAquatics
 | #Swimming
#Paris2024 | #Samsung | #TogetherforTomorrow",gold and an for summer mcintosh the gold medal goe to canada in swim women 200m butterfli,neutral,0.7533823251724243,"[{'entity': 'PER', 'word': 'Summer'}, {'entity': 'PER', 'word': 'McI'}, {'entity': 'LOC', 'word': 'Canada'}, {'entity': 'ORG', 'word': 'TeamCanada'}, {'entity': 'ORG', 'word': 'WorldAquatics'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'ORG', 'word': 'Samsung'}]"
18,37,389,20,17870,@orikron,Orikron,8s,For those wondering why the US is falling behind China in the Olympics ,for those wonder whi the us is fall behind china in the olymp,neutral,0.8271822333335876,"[{'entity': 'LOC', 'word': 'US'}, {'entity': 'LOC', 'word': 'China'}]"
35,1417,4806,17,80344,@HellenicOlympic,Ηellenic Olympic Committee,8s,"Kαταπληκτικός, απίστευτος, μοναδικός ο Απόστολος Χρήστου πήρε το ασημένιο  μετάλλιο στους Ολυμπιακούς Αγώνες.
Ο πρωταθλητής πήρε στα 200 ύπτιο αυτό που άξιζε και στα 100 με χρόνο 1.54.82 .
Μπράβοοοοο Απόστολε ",kαταπληκτικός απίστευτος μοναδικός ο απόστολος χρήστου πήρε το ασημένιο μετάλλιο στους ολυμπιακούς αγώνες ο πρωταθλητής πήρε στα 200 ύπτιο αυτό που άξιζε και στα 100 με χρόνο 15482 μπράβοοοοο απόστολε,neutral,0.7426708340644836,"[{'entity': 'LOC', 'word': 'K'}, {'entity': 'ORG', 'word': 'Αος Χ'}, {'entity': 'LOC', 'word': 'Ουικοςγώνες'}, {'entity': 'LOC', 'word': 'Μ'}, {'entity': 'LOC', 'word': '##π'}]"
3,22,169,2,7417,@ariannahuff,Arianna Huffington,8s,"Congratulations to 
@Simone_Biles
 on her incredible victory, winning the all-around Olympic gold medal! I’ve loved watching Simone’s journey over the years. It’s not just her incredible and now record-breaking performance — becoming the most decorated female Olympic gymnast of all time — but how she’s done it and the role model she’s become. After withdrawing from the 2021 Tokyo Olympics, she prioritized her physical and mental health and then returned very much on her own terms. That’s a medal-worthy achievement of its own. As she says, “If it's not your decision, you're not having fun… If you're having fun, that's when the best memories are built.""

And congratulations to 
@sunisalee_
 on her bronze medal in the individual all-around and the entire US women's gymnastics team for their amazing performance and well-deserved gold medal. 
#Paris2024 #Olympics #Olympics2024",congratul to on her incred victori win the allaround olymp gold medal ive love watch simon journey over the year it not just her incred and now recordbreak perform becom the most decor femal olymp gymnast of all time but how shes done it and the role model shes becom after withdraw from the 2021 tokyo olymp she priorit her physic and mental health and then return veri much on her own term that a medalworthi achiev of it own as she say if it not your decis your not have fun if your have fun that when the best memori are built and congratul to on her bronz medal in the individu allaround and the entir us women gymnast team for their amaz perform and welldeserv gold medal,positive,0.9533006548881531,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Simone'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'LOC', 'word': 'Tokyo'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'sun'}, {'entity': 'PER', 'word': '##isa'}, {'entity': 'PER', 'word': '##lee'}, {'entity': 'LOC', 'word': 'US'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympics'}]"
8,19,311,10,10576,@flaviasrings,owen,8s,"olympic all around final:

shallon olsen (60.333)
the girl reading this (59.966)
baby harmer (57.700)

 shang chunsong (57.666)

 cecile landi (57.136)

 the friends we made along the way (56.800)",olymp all around final shallon olsen 60333 the girl read this 59966 babi harmer 57700 shang chunsong 57666 cecil landi 57136 the friend we made along the way 56800,neutral,0.8537614345550537,[]
9,96,383,2,5907,@Shawn_Farash,Shawn Farash,8s,"One party talks tough about ""women's rights"" and then allows THIS, and the other party means it. 

This display at the Olympics better wake people up.",one parti talk tough about women right and then allow this and the other parti mean it this display at the olymp better wake peopl up,negative,0.5198961496353149,[]
4,192,1263,3,13143,@GiorgosPap_96,GIORGOS PAP_96,8s,"Ο Απόστολος Χρήστου είναι ΑΣΗΜΕΝΙΟΣ Ολυμπιονίκης στα 200μ ύπτιο.

Μεγαλειώδης εμφάνιση.

Γράφτηκε ιστορία.

Τι έκανες ρε παλικάρι μας.

Τι έκανες 

#OlympicGames #Olympics",ο απόστολος χρήστου είναι ασημενιος ολυμπιονίκης στα 200μ ύπτιο μεγαλειώδης εμφάνιση γράφτηκε ιστορία τι έκανες ρε παλικάρι μας τι έκανες,neutral,0.7477073669433594,"[{'entity': 'ORG', 'word': 'Ο Απτολος Χου ΑΣΗΜΕΝΙΟΣ Ου'}, {'entity': 'LOC', 'word': 'Μ'}, {'entity': 'MISC', 'word': 'OlympicGames'}]"
12,50,1146,8,37211,@Devin_Heroux,Devin Heroux,8s,"Summer McIntosh just shaved a second off her personal best time to win 200m butterfly gold in an Olympic record time.

And she’s a fighter.

These Chinese and American swimmers pushed Summer.

She said not today. Gold is mine.",summer mcintosh just shave a second off her person best time to win 200m butterfli gold in an olymp record time and shes a fighter these chines and american swimmer push summer she said not today gold is mine,positive,0.5775977969169617,"[{'entity': 'PER', 'word': 'Summer McIntosh'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'MISC', 'word': 'Chinese'}, {'entity': 'MISC', 'word': 'American'}]"
3,28,368,13,16989,@BenSteiner00,Ben Steiner,8s,"Summer McIntosh wins Canada's first-ever Olympic gold in the women's 200m fly. 

It was the event her mom Jill McIntosh (Horstead) swam in and finished 9th in at the LA 1984 Olympics. 

Full circle moment in Paris, with eyes to 2028's LA return.",summer mcintosh win canada firstev olymp gold in the women 200m fli it was the event her mom jill mcintosh horstead swam in and finish 9th in at the la 1984 olymp full circl moment in pari with eye to 2028s la return,positive,0.650695264339447,"[{'entity': 'PER', 'word': 'Summer McIntosh'}, {'entity': 'LOC', 'word': 'Canada'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Jill McIntosh'}, {'entity': 'PER', 'word': 'Hoead'}, {'entity': 'LOC', 'word': 'LA'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'LOC', 'word': 'Paris'}]"
6,215,2906,81,74470,@jordynsleftbrow,SUNI LEE 2X OLYMPIC CHAMPION,8s,me in LA waiting for simone to come back,me in la wait for simon to come back,neutral,0.6617914438247681,[]
5,65,634,4,21068,@BenceSudar,bence,8s,"HUBERT KÓS, OLYMPIC CHAMPION. ",hubert kós olymp champion,neutral,0.6523552536964417,"[{'entity': 'PER', 'word': 'HUBERT KÓ'}]"
16,28,332,1,20293,@CBSNews,CBS News,8s,"Simone Biles wins gold, Suni Lee takes bronze in women's individual all-around gymnastics at 2024 Olympics.",simon bile win gold suni lee take bronz in women individu allaround gymnast at 2024 olymp,positive,0.5005885362625122,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'PER', 'word': 'Sun'}, {'entity': 'PER', 'word': '##i Lee'}]"
6,161,1732,19,26231,@Eurosport_IT,Eurosport IT,8s,"Sei stata pazzesca Alice!! 

Sfiorata l'impresa dall'azzurra, che arriva quarta nella finale all-around, prima Simone Biles 

#Paris2024 #Olympics #HomeOfTheOlympics #Olimpiadi #Parigi2024 #GinnasticaArtistica #DAmato",sei stata pazzesca alic sfiorata limpresa dallazzurra che arriva quarta nella final allaround prima simon bile,neutral,0.7457630038261414,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'ORG', 'word': 'Home'}, {'entity': 'ORG', 'word': 'Olimpiadi'}, {'entity': 'LOC', 'word': 'Parigi'}, {'entity': 'ORG', 'word': 'GinnasticaAistica'}]"
4,45,225,6,14587,@cheryllynneaton,Cheryl Lynn Eaton,8s,Using the Olympic stage that Italy provided to sell out the entire sport of boxing and launch an anti-intersex and transphobic grift campaign is shameful. She should apologize to her country and everyone involved.,use the olymp stage that itali provid to sell out the entir sport of box and launch an antiintersex and transphob grift campaign is shame she should apolog to her countri and everyon involv,negative,0.893627405166626,"[{'entity': 'MISC', 'word': 'Olympic'}]"
12,27,223,6,125382,@nytimes,The New York Times,8s,"From 
@TheAthletic
: Canada's Summer McIntosh joins French superstar Leon Marchand as the only swimmers to so far take multiple individual gold medals at the Paris Olympics. https://nyti.ms/46Cxg7y",from canada summer mcintosh join french superstar leon marchand as the onli swimmer to so far take multipl individu gold medal at the pari olymp,neutral,0.6991913914680481,"[{'entity': 'LOC', 'word': 'Canada'}, {'entity': 'PER', 'word': 'Summer McIntosh'}, {'entity': 'MISC', 'word': 'French'}, {'entity': 'PER', 'word': 'Leon Marchand'}, {'entity': 'LOC', 'word': 'Paris'}]"
