,yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet
1190,142,4573,19352,253,952541,@espnW,espnW,8s,"Greatness, all-around 
@Simone_Biles
 

Simone Biles secures her 6th Olympic gold medal. More than any American gymnast, male or female, in history. #ThatsAW"
1191,211,5351,22929,245,823505,@NBCOlympics,NBC Olympics & Paralympics,8s,"Simone Biles is on top of the world ONCE AGAIN.  #ParisOlympics

 NBC and Peacock"
1192,48,3036,26966,258,366365,@BlindLandingPod,Blind Landing Podcast,8s,Rebeca Andrade came back from tearing her ACL *three* times. She grew up having to walk two hours each way to the gym from her favela in Brazil. AND SHE JUST WON HER SECOND OLYMPIC ALL AROUND MEDAL 
1193,48,3036,26973,258,366365,@BlindLandingPod,Blind Landing Podcast,8s,Rebeca Andrade came back from tearing her ACL *three* times. She grew up having to walk two hours each way to the gym from her favela in Brazil. AND SHE JUST WON HER SECOND OLYMPIC ALL AROUND MEDAL 
1194,6,32,805,19,36002,@BastienFachan,Bastien Fachan,8s,"8 years ago, as the Djokovic-Murray Roland-Garros final was starting, I was sitting on Court 1 to watch a talented kid in the boys' final.

He blew three match points and was inconsolable.

Now that kid, Felix Auger-Aliassime, is two wins away from Olympic gold at Roland-Garros…"
1195,8,36,462,7,34016,@athletelogos,Athlete Logos,8s,GOAT!! 
1196,49,134,444,5,9475,@WesleyHuntTX,Wesley Hunt,8s,"Shock at Olympics: Italian Woman forced to fight Transgender Boxer. 

Friendly reminder, Kamala Harris and Every Democrat Leader Backs this violence against women.  

Is This the Future of Sports?"
1197,3,165,872,4,31403,@thegymterdotnet,The Gymternet,8s,"Olympic Games | Women's All-Around Final

 Simone Biles, United States, 59.131
 Rebeca Andrade, Brazil, 57.932
 Sunisa Lee, United States, 56.465"
1198,11,45,480,3,5663,@hungrybowtie,gare (transsexual john dee),8s,Very funny how the Right has completely ceded sports to liberals and the left. The Super Bowl? Woke. Olympics? Woke. Boxing? Woke.
1199,16,830,2039,12,49066,@OlympicEsporte,Olympic Esporte,8s,"#PRAAAAAAAAAAAAAAATA


REBECA ANDRADE CONQUISTA SUA 4° MEDALHA OLÍMPICA 


A MAIOR MEDALHISTA BRASILEIRA NA HISTÓRIA DAS OLIMPÍADAS 

Olimpíadas #Paris2024 #OlympicGames #Olympics 
#Artisticsgymnastics"
1200,144,2327,4876,67,184991,@BadmintonTalk,Badminton Talk,8s,"BREAKING

Gregoria Mariska Tunjung becomes the first women's singles player from Indonesia to reach the quarterfinals in the #Olympics since Maria Kristin Yulianti in Beijing 2008.

Keep on going, Gregoria!

#Badminton #Paris2024"
1201,714,19837,75200,851,2191998,@USAGym,USA Gymnastics,8s,"SHE'S DONE IT! 
@Simone_Biles
 becomes the first Woman to win two Olympic All-Around Titles since Vera Caslavska in 1964 and 1968!"
1202,48,1749,18100,630,414871,@VishalVerma_9,Vishal Verma,8s,"Wow, One of the perfect landing you would ever see in Olympics Gymnastics, Suni Lee take a bow!
#OlympicGames #Gymnastics"
1203,13,566,6336,63,134209,@sbregman87,Scott Bregman,8s,"Simone Biles has reclaimed her Olympic all-around title, the first woman to win two titles non-consecutively."
1204,335,523,4274,105,178240,@FernRiddell,Dr Fern Riddell,8s,"so, just to be clear: two olympic athletes who were born female, brought up as women, live as women, and one from a DV background, are been hounded by the UK GC community for not being woman enough; not because of their genitalia, but because their genes are a bit different?"
1205,10,111,856,8,49427,@CHill_cuz,Chill,8s,SHE DID IT YALL!!!!! SIMONE BILES YALLLL #Gymnastics #Olympics
1207,5,102,409,2,6516,@OlympicEsporte,Olympic Esporte,8s,"E PRATAAAAAA  
Rebeca Andrade 
#Olympia2024 
#Olimpiadas2024"
1208,7,42,450,5,21322,@kmkeirns,Katherine Keirns,8s,"There was a lot of history made today, but I just want to point out that  Helen Kevric's 8th place finish makes her the highest place finisher in the Olympic AA ever for someone from the United Germany."
1209,8,825,2943,151,30823,@shesdeny,shesdeny,8s,"Vash at the olympics 

#vashthestampede #vash #trigun #olympics #Olympics2024"
1210,168,565,13753,148,585637,@Noahgilberto19,Noah Gilbert,8s,People actually think that ALGERIA of all countries would send a transgender women to the Olympics??
1211,224,2490,9906,479,975765,@NBCOlympics,NBC Olympics & Paralympics,8s,"Stop what you’re doing right NOW and watch Simone Biles on floor!  #ParisOlympics

 NBC and Peacock"
1212,3,46,294,6,10614,@thegymterdotnet,The Gymternet,8s,"So disappointing for Alice D'Amato to be in SUCH a close fourth place, only about a tenth back from the podium, but she makes history as Italy's best all-arounder in Olympic history. Prior to today, the top Olympic all-arounder for Italy was Vanessa Ferrari, eighth place in 2012."
1213,3,114,2316,13,34234,@wutswongwithyou,Dillon | PARIS 2024 SZN,8s,"2016 -> 2024

2x OLYMPIC ALL AROUND CHAMPION SIMOME BILES "
1214,3,10,309,1,9546,@thorpeheath,Heath Thorpe,8s,"Paris 2024 Olympics Women’s AA Podium

1. Simone Biles
2. Rebeca Andrade
3. Suni Lee"
1215,56,102,987,5,31682,@GovernorShapiro,Governor Josh Shapiro,8s,"Proud but not at all surprised that it was three Pennsylvania natives — Justin, Michael, and Nick — who helped 
@USRowing
 bring home their first olympic gold medal in over 60 years. Congratulations, 
@TeamUSA
!"
1216,2,71,280,16,17811,@vtrmyn,rubro negra sofrida,8s,"ESSA SIMONE BILES É UM SACO
#GinasticaArtistica #Olympics #Olimpiadas2024"
1218,23,441,5054,87,107870,@LyesBouzidi10,Lyés,8s,"More (baseless, racially charged and flat out wrong)media coverage in a day by influencers and celebrities than there has been all Olympics for a certain Dutch beach volleyball player convicted of one of the heinous acts a human being can commit. Embarrassing."
1219,250,803,7048,22,125828,@garciaperezmari,María Pérez OLY,8s," MEDALLISTA OLÍMPICA 

Os dije que íbamos a darlo todo!  Me he vaciado y esta ha sido la recompensa a un año muy difícil. Gracias a todos los que me han apoyado en el proceso, porque sin ellos no habría sido posible 

Mañana llega la medalla  #Olympics

 
@coe_es"
1220,14,5,303,10,9431,@ArmandDoma,Armand Domalewski Thinks It Is Good Kamala Swears,8s,"The only “evidence” for that is the word of the International Boxing Association, a body so mired in corruption scandals it is no longer used as a credentialing body by the Olympics. The athlete in question has lost plenty of fights with women"
1221,745,1007,10156,239,1273171,@RyanGarcia,RYAN GARCIA,8s,"This bitch ass dude just beat a woman 

In no way should you be smirking bitch 

Boxing in the Olympics is a joke"
1222,25,64,239,3,11084,@i_iratus,The Bear,8s,"And this is where the Gender Critical Theory falls apart.

There are calls all across the media and social media for Imane Khelif to be banned from the Olympics despite the fact that she is neither transgender nor a man.

The argument?

Elevated testosterone.

Their argument has now gone from “biological reality” to “biological reality within bounds that we believe to be acceptable.”

Now this starts to raise some questions in my mind.

Would Imane Khelif be excluded from single-sex spaces because of raised testosterone levels? How would you know?

What else would she be excluded from on the basis of a raised testosterone level? What about other women who have raised testosterone levels on the back of PCOS, Hirsutism, CAH, Cushing’s Syndrome, peri-menopause or the range of other physiological causes for raised testosterone levels?

Would these women face the same scrutiny and exclusion? Would they be subjected to invasive testing and discrimination because their natural hormonal levels do not fit within a narrow, arbitrary definition of “acceptable” femininity?

This kind of thinking doesn’t protect women; it polices and punishes them for their natural variations that they have literally no control over. It undermines the very concept of biological diversity and ignores the complex realities of human physiology, which is something that the Gender Critical Theory in its base simplicity just does not take into account. 

Gender Critical Theory is not about protecting women’s spaces, it’s never been - it’s only ever been about enforcing a narrow, prejudiced view of what a woman should be with a nice dollop of Transphobia to justify it."
1223,32,29,188,3,24682,@stillgray,Ian Miles Cheong,8s,"This Olympics opening ceremony is more than a momentary controversy; it's a microcosm of a larger cultural battle. It reveals the true face of progressive activism: bold in provocation, cowardly in accountability."
1224,1035,82,293,4,88298,@MostlyPeacefull,Mostly Peaceful Memes,8s,What’s been your favorite part of the Olympics so far?
1225,3,50,664,5,30148,@thorpeheath,Heath Thorpe,8s,Simone Biles is your 2024 Olympic All Around Champion!
1226,43,228,799,8,8684,@HealthRanger,HealthRanger,8s,"Dismantle the Olympics. The organization is anti-women, anti-Christ and anti-humanity. The Olympics organization has become a shameful embarrassment to the entire human race and has forfeit its right to represent humanity in any way whatsoever."
1227,20,1041,20321,121,207825,@jordynsleftbrow,SUNI LEE 2X OLYMPIC CHAMPION,8s,SUNI LEE BACK TO BACK ALL AROUND MEDALS!!!! 
1228,35,421,1374,48,49987,@BadmintonLive1,-,8s,"Alhamdulillah Tidur nyenyak....

Terimakasih Jorji~

#Olympics #Badminton"
1229,5,12,242,7,16818,@TheMedalCount_,The Medal Count,8s,"What stinks about Alice D'Amato getting 4th place is that she has 0 appearances in Event Finals at Worlds or Olympics yet

She's been waiting forever to get her due."
1231,863,327,13963,110,417461,@TrueSlazac,Slazac,8s,"Thank you for standing up for fairness and against discrimination, Imane Khelif is a WOMAN and has been since birth, she earned her spot in the Olympics despite the misinformation around her"
1232,40,189,1193,68,456443,@NBCOlympics,NBC Olympics & Paralympics,8s,"Rebeca Andrade’s floor routine just took our breath away.  #ParisOlympics 

 NBC and Peacock"
1233,4,116,374,2,8685,@ZonaBulutangkis,Zona Bulutangkis,8s,"GREGORIA 'JORJI' MARISKA TUNJUNG, OUR ONLY HOPE, JUST ADVANCED TO THE QUARTERFINALS WITH A VERY TIGHT SCORE ON THE 3RD GAME ALIAS MAAKKKKK DINI HARI KUDIBUAT JANTUNGAN NONTONNYAAA

#Paris2024 #Olympics #Badminton"
1234,5,206,16286,92,143761,@sheabooskyy,boosky,8s,the moment you realize you’re now a 5x Olympic medalist
1235,7,516,1953,36,22080,@luckytran,Dr. Lucky Tran,8s,"Olympic athletes are dropping out or struggling due to COVID or the extreme heat. If we want the competitive sports that we love to continue, we need to stop ignoring pandemics and climate change."
1236,50,1033,13953,176,291890,@NBCOlympics,NBC Olympics & Paralympics,8s,"SUNI LEE. SO CLUTCH.  #ParisOlympics

 NBC and Peacock"
1237,5,35,205,1,3647,@divya_gandotra,Divya Gandotra Tandon,8s,"Italian PM Giorgia Meloni criticizes the Paris Olympics: 

‘With these testosterone levels, this is not an equitable competition. 

Athletes with masculine attributes shouldn’t be allowed in women’s competitions."
1238,13,42,485,6,5909,@Leilibazargan,Leili Bazargan,8s,"وُوکیسم کمر بسته است به نابودی دست‌آوردهای جنبش برابری‌خواهانه‌ی زنان؛ خصوصا در زمینه‌ی ورزش. به نظر من تاثیرات بسیار مخربی هم روی نگاه و برخورد عمومی مردم به مقوله‌ی LGBTQI دارد. 

#AngelaCarini 
#Olympics"
1239,412,193,579,10,75928,@BadmintonTalk,Badminton Talk,8s,"Jantung aman?

#Paris2024 #Badminton #Olympics"
1240,14,48,1047,22,147357,@sbregman87,Scott Bregman,8s,Simone needs better than 13.867 to win her second Olympic all-around title.
1241,179,821,5523,44,184973,@idextratime,Extra Time Indonesia,8s,"FT: Women Individual Round 16
Gregoria Mariska Tunjung 2-1 Kim Ge 

21-4 | 8-21 | 23-21

Jorji, satu-satunya wakil Indonesia, berhasil lolos ke perempat final! 

#Olympics"
1242,89,49,201,13,71682,@Olympics,The Olympic Games,8s,"Fencing has invited new corners of the world to #Paris2024, here’s to the first of many for these boundary-breaking nations. 

#TheFirstEffect | #Paris2024 | #Deloitte | 
@Deloitte"
1244,329,2531,4922,52,229236,@BWFScore,BWFScore,8s,"Paris 2024 Olympic Games Badminton Competition
Women's Singles - Round of 16
21 8 23 Gregoria Mariska TUNJUNG
4 21 21 KIM Gaeun

 in 55 minutes"
1245,84,214,1147,10,92370,@livedoornews,ライブドアニュース,8s,"【パリ五輪速報】フェンシング女子フルーレ団体 3位決定戦


日本代表、銅メダル獲得


激戦の末、カナダ代表を撃破！
フェンシング女子種目で初のメダル獲得となった。

▼五輪ニュースはこちらから
https://news.livedoor.com/paris2024

#パリ2024 #Olympics
（写真：共同通信社）"
1246,5,37,335,4,3732,@M49liberorso,M49,8s,"Medaglia D’Oro e tutti muti 
#Bellandi #Olympics #Paris2024"
1247,753,2775,4272,52,417857,@BadmintonTalk,Badminton Talk,8s,"R16 - Women's Singles
Gregoria Mariska Tunjung (INA/7) vs Kim Ga Eun (KOR/12)

21-4 8-21 23-21

Lanjutkan tren positif, Jorji melaju ke perempat final hadapi Ratchanok! Ayoo dukung Jorji!
@AllianzID
#Allianz #Olympics #Paralympics
#BersiapUntukMomenTerbaikmu
#Paris2024"
1248,13,23,473,7,19723,@vinayakkm,Vinayakk,8s,"So the man who almost didn't make it to Paris is India's last hope in Paris.

#Paris2024 #Olympics #Badminton"
1249,71,2593,59278,2424,3880032,@PCGreenfield,Patrick Greenfield,8s,Suni Lee's reaction after guaranteeing herself a medal at the Olympics
1250,13,22,535,3,4290,@InRangeTV,InRange TV,8s,"Because they're state sponsored athletes.   Here in the US, you have to be an olympic competitor while also maintaining three minimum wage jobs at the same time."
1251,6,242,8710,213,173327,@kelechi_ai,kelechi,8s,The LOOK on Suni Lee’s face when she realizes she’s going to win that MEDAL  #Olympics #OlympicGames
1252,2,181,3553,33,32545,@gracesporttakes,Grace,8s,"SUNI LEE JUST GOT A 13.666 ON FLOOR AND IS GUARANTEED A MEDAL. 

Went from possibly never competing again and is now an Olympic medalist once again. 

WE’RE SO PROUD OF YOU SUNI AND WE LOVE YOU"
1253,154,728,3172,128,154133,@DD_Geopolitics,DD Geopolitics,8s," Serbia to Send Italian Women’s Boxer Gold Medal

The Ušće Sports Society from Belgrade, Serbia, has decided to honor Italian female boxer Angela Carini with a gold medal. This recognition comes after Carini faced Imane Khelif of Algeria at the Paris Olympics. According to Gazzetta dello Sport, Carini abandoned the match after just 46 seconds, citing difficulty breathing following powerful punches to her face.

The society lauded Carini's bravery and determination to compete in the Olympics under challenging circumstances. They believe her actions have earned the admiration of many, recognizing her as a champion in the truest sense of sportsmanship. The Ušće Sports Society's gesture of sending Carini a gold medal symbolizes their unwavering support and acknowledgment of her as a true champion during this trying time."
1255,112,23,527,2,39132,@Devin_Heroux,Devin Heroux,8s,"SUMMER TIME IN PARIS

Good evening sports fans across Canada and around the world. It’s time for Olympic swimming finals. And  Summer McIntosh.

I’ll set the scene for you live on TV in minutes from now and then we’re into racing.

ROLLL CALLL — where are you cheering form?"
1256,361,6862,54363,2259,1689129,@KatyMontgomerie,Katy Montgomerie,8s,"There is one trans boxer at the Olympics, but it's not a trans woman (there are none good enough to have qualified), it's a trans man called Hergie Bacyadan

That doesn't fit the bigots narrative so they'll ignore it and lie instead"
